groupid,url,title,review_id,sentence_id,text,label_Viktorija,label_Lucija,label_Ana,label_Katja,label_final_Goran,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,11,10,Napominjem da je dug podmiren 2 dana iza pregleda,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,11,11,"Apsolutna arogancija, kao da je jedini ginekolog u Rijeci",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,1,"Dr Skunca primila nas je brzo na pregled,sto i očekujem kad platim 600 kn 4 D ultrazvuk",Negative,Positive,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,2,Pristupačna i pedanta u pregledu,Negative,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,3,"Međutim ono zbog cega nikad ne bi isla vise kod nje je to da si jedan doktor ne moze dozvoliti nagađanje-sta bi bilo ,kad bi bilo",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,4,"Ostavi vas u panici, sa hrpom pitanja u glavi",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,5,"Ne moze vam reci doktor-da niste radili Nifty ,sumnjala bi u Down jer beba ima mali nos, imad puno plodne vode-sreca pa je bistra, ne želim vam reci sta ce se desiti sa bubrezima, beba ima veliku pupčanu vrpcu, vidi taman tu kod vrata joj je",Positive,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,12,6,"Za mene jedno iskustvo kao iz horora, nikad vise",Positive,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,13,1,Vrlo ljubazna doktorica sa beskrajnim strpljenjem za sva pitanja i konkretnim mogućim rješenjima problema,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,13,2,Medicinska sestra također iznimno ljubazna i draga,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,14,1,Dr Škunca mi je puno pomogla,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,14,2,"Ona je bila svijetlo u mojoj trudnoći koja je bila rizična, a uz njenu pomoć prošlo je sve bez poteškoća",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,14,3,Bila sam podržana i osjećala sam se zaštićeno,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,14,4,Zahvalna sam joj,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,15,1,"Stručna, ljubazna, smirena, jasna, razumna, spremna na razgovor - doktorica za poželjeti baš kao i njezin tim",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,16,1,Pacijent sam dr Škunce- Radman već 20 godina,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,16,2,Sve pohvale njenom timu i doktorici,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,16,3,"Predana, pedantna, konkretna i izravna, i ono najbitnije izvrstan je dijagnostičar",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,1,Svaka cast doktorici,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,2,Bila sam kod nje na 4d ultrazvuku,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,3,"Pedantna, strpljiva, objasni apsolutno sve sto vas zanima",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,4,Detaljno opise svaku pojedinost,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,5,Iako nisam njen pacijent potrudila se maximalno,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,6,Preporucila bi ju svakome,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,17,7,Za mene vrijedi svaku kunu i vise,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,18,1,"Izvrsna dijagnosticarka, detaljna i pedantna",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,18,2,objasni pacijentu sve sto se trazi,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,18,3,Mogla bi poraditi na organizaciji rada jer pacijenti provode jako puno vremena u cekaonici,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,19,1,Ginekologicu posjećujem oduvijek i jako sam zadovoljna,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,19,2,"Svaka dijagnoza je bila ispravna, vodila mi je trudnoću i uspješno rješavala sve moje probleme",Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,19,3,Na svako pitanje je dala odgovor koji je apsolutno uvijek bio točan,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,19,4,Žena u koju imam povjerenja,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,19,5,Sestre su također ljubazne,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,1,Poštovane,Neutral,Neutral,Positive,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,2,Što se tiče doktorice i njezine medicinske sestre imam samo jednu riječ: Hvala,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,3,Njezin sam pacijent več 16 g i više,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,4,Nikad ali nikada nije mene niti bilo koga od mojih prijateljica razočarala ili da kazem nešto pogriješila,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,5,Trudnoču mi je uredno vodila ultrazvuk sam uredno platila ali samo zato što sam to željela JA,Mixed,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,6,Kao i vi sve koje sada pišete protiv nje i same znate da VI ne morate raditi ultrazvuk kod nje i platit ga nego mozete to napraviti i besplatno preko uputnice koju vam ona napiše,Mixed,Neutral,Neutral,Mixed,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,7,Kad je kupila ultrazvuk novi prije cc 16g kupila ga je ona sama i naravno da ce ga naplacivati,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,8,Samo da znate onda su u Hrvatskoj bila samo takva 2 ultrazvuka jedan u Zagrebu a drugi kod nje,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,9,Sada opet ima novi koji je isto sama kupila i naravno da ga naplačuje,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,10,A vi imate izbor ili platiti ili otici u bolnicu s uputnicom i napraviti ultrazvuk,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,11,I kako vas nije sram tako pisati i onda nakon nekog vremena otiči kod nje na pregled i platiti taj famozni ultrazvuk,Sarcasm,Negative,Negative,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,12,Zamislite tih velikih 200 kn,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,13,Imam kćer i vjerujte mi da kada dođe vrijeme za takve stvari odmah joj budem otvorila karton kod nje,Positive,Positive,Positive,Negative,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,14,I tako kažem svakoj poznanici i prijateljici,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,15,Ona je najbolja ginekologica i svima ju preporučujem bez sekunde razmišljanja,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,20,16,A vama ako ne odgovara preselita se drugdje i oslobodite mjesto onima koji znaju cijeniti tuđe ulaganje za dobrobit drugih,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,21,1,"Molim da netko iz Ministarstva reagira cim prije buduci da doktorica trudnicama naplacuje ultrazvuk 200 kn na ruke, bez racuna",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,21,2,"Osim toga, termini nemaju smisla jer se ceka uvijek po dva sata i ulazi se preko reda odnosno preko veze",Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,22,1,Najlakše je napadati liječnike a zaboravljamo kakvo je stanje u zdravstvu i društvu općenito,Mixed,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,22,2,"Možemo biti sretni dok se zdravstvena skrb ne plaća po punoj cijeni,kao u mnogim društvima na rubu bankrota,a to nam nijedan liječnik nije kriv,već politika",Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,22,3,"Za sestru imam samo riječi hvale,sućutna je i dobra",Neutral,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,1,"Našla sam na netu ovo, jako interesantno, vrijedi procitati",Neutral,Positive,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,2,"""Poštovana, u skladu s Planom i programom mjera zdravstvene zaštite iz obveznog zdravstvenog osiguranja („Narodne novine“ 126/06 i 156/08), osigurana osoba Hrvatskog zavoda za zdravstveno osiguranje (HZZO), kod svog izabranog doktora specijaliste ginekologa ugovorenog na primarnoj razini zdravstvene zaštite (bez obzira da li je ugovorni doktor privatnik ili je zaposlenik doma zdravlja), ima pravo na ultrazvuk i PAPA test bez naknade",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,3,Broj postupaka u slučaju povišenog rizika kod ciljanih skupina odnosno žena s čimbenicima rizika za razvoj karcinoma jajnika i karcinoma endometrija prema smjernicama iz Plana i programa mjera nije ograničen,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,4,"Potrebno je posebno napomenuti da doktorima specijalistima ginekolozima ugovorenim na primarnoj razini zdravstvene zaštite, HZZO dodatno plaća svaki postupak UZV dijagnostike",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,5,U slučaju ako izabrani doktor želi uslugu naplatiti dužan je izdati račun na osnovu kojega osigurana osoba može podnijeti zahtjev za povrat troškova u područnom uredu HZZO-a prema mjestu prebivališta,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,6,"Slijedom rečenog, ugovorni doktor HZZO-a koji od osigurane osobe HZZO-a naplaćuje ultrazvuk ne poštujući odredbe spomenutog Plana i programa mjera, krši preuzete ugovorne obveze zbog čega bi trebao biti sankcioniran",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,23,7,"S poštovanjem, Hrvatski zavod za zdravstveno osiguranje""",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,1,Izdavanje racuna je obavezno uostalom niste duzni platiti,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,2,"Iskreno, ne razumijem zasto to nitko nije prijavio",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,3,"Ovakvo ponasanje se ne treba tolerirati, jer svaka zena ima pravo na besplatan pregled i ultrazvuk",Negative,Negative,Negative,Neutral,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,4,"Papa test i ultrazvuk su besplatni kod socijalnog ginekologa, jer spadaju u primarnu zdravstvenu zastitu",Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,5,"Ukoliko ti naplate nekim slucajem, jos ne dobijete racun preporucujem svatkom da ide i prijavi u HZZO",Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,24,6,Ovo se ne treba tolerirati,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,1,Promijenila sam ginekologa (radi selidbe) i presla kod doticne,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,2,"Sad vidim da je to ogromna greska bila, nakon svih ovih komentara i osobnog iskustva",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,3,"Prvo sto mi je rekla ginekologinja Elvira Škunca-Radman je da ne trebam uopce pokusavati dobiti termin u naredna 2 mjeseca jer je pretrpana poslom, rekla sam ok i bilo mi je cudno i smijesno",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,4,"Druga recenica je bila, da se ultrazvuk placa 200 kn i nakon toga mi je bilo sve jasno",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,5,"Mislim da me doticna nikad vise vidjeti nece, radije idem privatno i spremna sam platiti jer ovako ponasanje za mene ne dolazi u obzir",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,25,6,Pozdrav i sretno,Negative,Mixed,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,1,Ne ulazim u njenu stručnost ali jako me smeta što napravi pretragu (ultrazvuk) i naplati ju bez da te uopće pita želiš li to i možeš li platiti,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,2,Pretpostavljam da je najčešće i nepotreban,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,3,"Naravno, račun nikad ne daje nego samo gurne novac u ladicu",Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,4,Kad sam se jednom požalila na cijenu (cca 200 kn za minutu pregleda) objasnila je kako je ona kupila aparat pa ga mora otplatiti,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,5,"Da, kao i sav njen luksuz koji vjerojatno koristi privatno",Neutral,Negative,Sarcasm,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,6,Otplati ona na ovaj način aparat za par mjeseci,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,7,A isto tako radno vrijeme koje je do 20 njoj prestaje prije 19 jer mora stići na svoj fitness,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,8,To što nas onda sve naruči u isto vrijeme pa satima čekamo koga briga,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,9,Mi imamo vremena za bacanje >:/,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,26,10,Nemam uopće volje ići kod nje i tražim ginekologa koji nije lopov (ne privatni jer za to nemam novaca),Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,27,1,"Moja iskustva nisu novijeg datuma jer sam je nakon puno godina promijenila-sve je vec receno: nemoguce dobiti na telefon,ne izdaje racun za ultrazvuk,nejasna dijagnoza-malo imas hpv,a sljedeci put ga nikad nisi imala,odbijanje terapije jer joj to oduzima previse vremena, a ""gdje bi ona stigla da to svakoj radi"" i to vjecito cekanje satima",Neutral,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,28,1,Otisla od nje nakon 10 godina tj nakon prve trudnoce,Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,28,2,omalovazavanje za vrijeme trudnoce je bila kap koja je prelila čašu,Negative,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,28,3,sada imam predivnog doktora,Negative,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,28,4,dr škrobonja,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,28,5,svakome bi ga preporučila,Positive,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,29,1,Treba mi hitna pomoc dali je doktorica na godisnjem i koja je zamjena,Positive,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,1,"Dok nisam krenula u postupak medicinski podpomognute oplodnje, unatoč velikoj gužvi , čekanjima pa čak i naplati ultrazvuka , bila sam zadovoljna dotoricom, međutim, sada kada mi treba izdavati uputnice i otvoriti bolovanje na koje imam zakonsko pravo, ne želi",Mixed,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,2,"Npr za bolovanje mi je rekla da imam pravo tjedan dana što nije točno jer zakonodavac predviđa bolovanje do 14 dana, a za komplikacije do 21 dan",Neutral,Neutral,Negative,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,3,Kad sam je tražila uputnicu za vađenje BHCG i to po traženju doktora s humane reprodukcije odgovor je bio da neće dati i da je moj doktor nazove,Positive,Neutral,Negative,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,4,Na kraju sam tu pretragu obavila u privatnoj klinici,Positive,Neutral,Neutral,Positive,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,5,"Uistinu ne razumijem što želi postići svim ovim ograničavanjima, jer ograničava nešto na što po zakonu imam pravo",Positive,Negative,Negative,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,30,6,"Vjerujem da je stručna, ali je nikome ne preporučujem jer su joj kako se meni čini njeni interesi važniji od pacijenata",Positive,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,1,Kod dr Škunce sam već 15 godina i dvije trudnoće mi je vodila i nemam se na šta požaliti,Neutral,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,2,"Ok,čeka se dugo ali to je tako,znaš da je tako pa si uzmeš marendu sa sobom,knjigu i tako to",Mixed,Mixed,Sarcasm,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,3,"Takva je kakva je ali prije svega mislim da je dobra dijagnostičarka i da zna svoj posao,što mi je i jedino važno,svemu drugom ću se prilagoditi",Mixed,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,4,"Što se tiče sestre ona je manje bitna u svemu tome,iako je ova sada ok",Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,5,"Ne znam,moje iskustvo s dr",Negative,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,31,6,Škuncom je pozitivno i drago mi je da je baš ona moja ginekologica,Negative,Positive,Positive,Positive,Positive,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,32,1,Sestra Milada je bila mila majka,Neutral,Negative,Sarcasm,Negative,Negative,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,32,2,"Ova nova je ljubazna i draga, ali nesposobna",Negative,Mixed,Mixed,Mixed,Mixed,,,,,,,,,,,,,,,,
2,https://najdoktor.com/elvira-skunca-radman/d12905#google_vignette,Elvira Škunca-Radman,32,3,"U vrijeme Milade, bar je bio kao neki period kad si mogao zvati, pa ako si bio uporan i jedno 3-4 dana nazivao, a da pritom nisi npr iskrvario, možda bi ti se netko i javio",Negative,Sarcasm,Sarcasm,Sarcasm,Sarcasm,,,,,,,,,,,,,,,,
